City,Address,Number_of_rooms,Type,Price_in_dollars,All_Method,REA,Dateofsold,DistanceKM,Postcode,Bathroom,car_place,LandSizeMetres,BuildinSizeMetres,YearBuilt,CouncilArea,Lattitude,Longtitude,GeneralRegion,No_of_properties
Brunswick,2/11 Barningham St,2,t,665000,SP,Jellis,04-03-2017,5.2,3056,,,,,,Moreland City Council,,,Northern Metropolitan,11918
Cairnlea,42 Stockton Dr,3,h,,SN,Barry,29-07-2017,14.8,3023,2,2,591,160.91,2000,Brimbank City Council,-37.75481,144.78174,Western Metropolitan,2674
Eltham,17 Onkara Ct,4,h,960000,PI,Buckingham,07-10-2017,18,3095,2,4,980,180,1985,Banyule City Council,-37.70946,145.17113,Eastern Metropolitan,6990
Mentone,6/28 Florence St,2,t,525000,SP,Thomson,16-09-2017,20,3194,1,1,,76,1970,Kingston City Council,-37.98272,145.06246,South-Eastern Metropolitan,6162
Ardeer,721 Ballarat Rd,3,h,730000,SP,HAR,19-08-2017,12.8,3022,2,2,739,112,1970,Brimbank City Council,-37.77245,144.8001,Western Metropolitan,1281
Templestowe Lower,8 Corroboree Pl,3,h,1200000,S,Jellis,06-08-2016,13.8,3107,1,2,730,155,1960,Manningham City Council,-37.76,145.1054,Eastern Metropolitan,5420
Coburg North,16 Smith St,3,h,772000,S,Nelson,15-10-2016,9.2,3058,1,1,367,,,Darebin City Council,-37.728,144.963,Northern Metropolitan,3445
Templestowe Lower,30 Lowan Av,3,h,,S,Jellis,20-05-2017,13.8,3107,,,,,,Manningham City Council,,,Eastern Metropolitan,5420
Fitzroy North,13 Seacombe St,2,h,1232000,S,Jellis,19-11-2016,3.5,3068,1,0,0,,,Moreland City Council,-37.7848,144.9806,Northern Metropolitan,6244
Keilor East,4a Cohen St,3,h,583000,S,Alexkarbon,10-09-2016,12.8,3033,1,1,412,133,2003,Brimbank City Council,-37.7459,144.8643,Western Metropolitan,5629
Pascoe Vale,70 Derby St,3,h,983000,S,Brad,18-03-2017,9.9,3044,1,2,650,,,Moreland City Council,-37.7304,144.9463,Northern Metropolitan,7485
Mordialloc,3/3 Albert St,3,t,870000,S,Hodges,28-10-2017,21.5,3195,2,2,,,2009,Kingston City Council,-38.00148,145.08508,South-Eastern Metropolitan,3650
South Yarra,3/513 Punt Rd,1,u,,S,hockingstuart,19-11-2016,3.3,3141,1,1,0,,,Melbourne City Council,-37.8434,144.9853,Southern Metropolitan,14887
Glen Iris,60 Hortense St,4,h,2237500,S,Marshall,21-10-2017,7.3,3146,2,2,650,0,1985,Boroondara City Council,-37.85776,145.07998,Southern Metropolitan,10412
Fitzroy North,10/51 Delbridge St,1,u,495000,S,Jellis,27-05-2017,3.6,3068,1,1,0,,,Moreland City Council,-37.78737,144.98735,Northern Metropolitan,6244
Fairfield,139 Christmas St,3,h,750000,VB,Barry,18-06-2016,5.8,3078,2,1,170,,,Darebin City Council,-37.7674,145.0209,Northern Metropolitan,2970
Fitzroy,259 Fitzroy St,3,h,,PI,Nelson,03-06-2017,2.1,3065,2,1,146,129,1860,Yarra City Council,-37.80168,144.9766,Northern Metropolitan,5825
Ashwood,4/36 Queens Pde,2,u,600000,S,Noel,18-03-2017,12.2,3147,1,1,153,80,1970,Monash City Council,-37.8696,145.0962,Southern Metropolitan,2894
Mernda,3 Goulburn St,4,h,810000,S,Ray,07-10-2017,25.9,3754,2,2,446,,,Whittlesea City Council,-37.61338,145.09673,Northern Metropolitan,5812
Mitcham,13 Vernal Av,4,h,2150000,S,Jellis,18-11-2017,17.2,3132,,,,,,Whitehorse City Council,,,Eastern Metropolitan,6871
Aspendale,65 Albany Cr,3,h,1070000,S,hockingstuart/hockingstuart,09-12-2017,21.5,3195,2,4,529,128,1960,Kingston City Council,-38.02452,145.10695,South-Eastern Metropolitan,2824
Thomastown,168 Edgars Rd,3,h,672000,S,Love,28-10-2017,15.3,3074,1,1,612,,,Whittlesea City Council,-37.67718,144.99985,Northern Metropolitan,7955
Glen Huntly,1/1110 Glen Huntly Rd,2,u,450000,S,Woodards,29-07-2017,10.1,3163,1,1,0,77,2010,Glen Eira City Council,-37.88937,145.04038,Southern Metropolitan,2403
Carnegie,8B Gilbert Gr,4,t,,S,Buxton,03-09-2017,10.1,3163,3,2,,,,Glen Eira City Council,-37.90129,145.06091,Southern Metropolitan,7822
Avondale Heights,31b Riverside Av,3,h,760000,S,Nelson,09-12-2017,9.5,3034,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Clayton,40 Browns Rd,3,h,,SP,FN,17-03-2018,16.7,3168,2,1,528,111,1960,Monash City Council,-37.92237,145.12686,South-Eastern Metropolitan,5837
Kingsbury,101 The Fairway,4,h,610000,S,Ray,12-11-2016,12.4,3083,1,1,465,120,1970,Darebin City Council,-37.7126,145.03,Northern Metropolitan,1414
Yarraville,1/21 Bena St,4,h,1110000,SP,Village,10-02-2018,6.3,3013,,,,,,Maribyrnong City Council,,,Western Metropolitan,6543
Fawkner,3 Penn Ct,3,h,605000,S,Brad,17-09-2016,12.4,3060,1,2,531,,,Hume City Council,-37.7022,144.9669,Northern Metropolitan,5070
Cairnlea,17 Blackwood Ct,4,h,750000,PI,Ray,22-07-2017,14.8,3023,2,2,447,,,Brimbank City Council,-37.75637,144.77983,Western Metropolitan,2674
Gladstone Park,84 Lenoak St,4,h,,PI,YPA,26-08-2017,12.9,3043,3,2,503,,,Hume City Council,-37.69858,144.89547,Western Metropolitan,3285
Northcote,6 Clarke St,3,h,1050000,SP,Nelson,15-10-2016,5.5,3070,1,0,158,106,1910,Darebin City Council,-37.7756,144.9891,Northern Metropolitan,11364
Fitzroy,304/300 Young St,2,u,608500,SP,Jellis,07-10-2017,2.1,3065,,,,,,Yarra City Council,,,Northern Metropolitan,5825
Ivanhoe,8/84 Marshall St,2,u,,SP,Nelson,18-11-2017,7.8,3079,,,,,,Banyule City Council,,,Eastern Metropolitan,5549
West Footscray,7 Elphinstone St,3,h,,S,Jas,08-10-2016,8.2,3012,2,2,442,,,Maribyrnong City Council,-37.7935,144.8733,Western Metropolitan,5058
Balwyn,110 Strabane Av,3,h,1490000,S,Fletchers,18-06-2016,9.7,3103,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
South Melbourne,32 Bridport St,2,h,,SN,Cayzer,03-12-2016,2.1,3205,1,0,112,,1900,Port Phillip City Council,-37.8387,144.9618,Southern Metropolitan,5943
Oakleigh South,1 Abercrombie St,4,h,,S,Woodards,12-11-2016,14.7,3167,2,2,596,161,1980,Kingston City Council,-37.932,145.0827,South-Eastern Metropolitan,3692
Mernda,22 Henwood Ri,3,h,525000,S,Barry,10-02-2018,25.9,3754,,,,,,Whittlesea City Council,,,Northern Metropolitan,5812
Hadfield,42 West St,3,h,725000,S,Brad,24-09-2016,12.1,3046,2,4,560,,,Moreland City Council,-37.7136,144.9374,Northern Metropolitan,2606
Malvern East,4 Taylor Ct,3,h,,S,hockingstuart,09-12-2017,8.4,3145,1,2,,211,1930,Stonnington City Council,-37.87469,145.06589,Southern Metropolitan,8801
Reservoir,7 Pickett St,3,h,651000,S,Barry,17-03-2018,12,3073,2,1,289,,,Darebin City Council,-37.70222,145.01666,Northern Metropolitan,21650
Balwyn,13 Naroo St,4,h,1800000,PI,Jellis,08-10-2016,9.7,3103,2,2,577,200,1948,Boroondara City Council,-37.8032,145.0693,Southern Metropolitan,5682
Ascot Vale,26 Newsom St,3,h,1000000,PI,Brad,12-11-2016,5.9,3032,2,2,440,120,1955,Moonee Valley City Council,-37.7746,144.9031,Western Metropolitan,6567
Carnegie,7/26 Shepparson Av,2,u,425000,S,Lindellas,08-04-2017,11.4,3163,,,,,,Glen Eira City Council,,,Southern Metropolitan,7822
Cheltenham,178 Charman Rd,3,h,1250000,VB,Buxton,28-10-2017,17.9,3192,1,1,604,137,1955,Bayside City Council,-37.97307,145.05446,Southern Metropolitan,9758
Coburg,25a Ohea St,3,h,835000,SA,Peter,25-02-2017,7.8,3058,1,2,385,,,Darebin City Council,-37.7376,144.9638,Northern Metropolitan,11204
Donvale,73 Darvall St,4,h,969000,PI,Barry,07-10-2017,16.1,3111,2,1,733,133,1980,Manningham City Council,-37.80278,145.17769,Eastern Metropolitan,4790
Glen Iris,21 Victor Rd,5,h,2300000,VB,Marshall,18-11-2017,7.3,3146,3,4,,,2000,Boroondara City Council,-37.8639,145.0672,Southern Metropolitan,10412
Moorabbin,1/16 Franklin St,4,t,1100000,VB,Buxton,09-12-2017,14.3,3189,,,,,,Kingston City Council,,,Southern Metropolitan,2555
Hughesdale,8a Camden Rd,3,t,,SN,Ray,08-10-2016,13,3166,2,2,413,,1998,Monash City Council,-37.8991,145.083,Southern Metropolitan,3145
Glenroy,3/21 Hartington St,3,t,646000,S,Barry,09-09-2017,11.2,3046,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Rosanna,14 Kathleen St,3,h,1060000,PI,Barry,08-07-2017,8.9,3084,,,,,,Banyule City Council,,,Eastern Metropolitan,3540
Moonee Ponds,6 Newton Pde,3,h,970000,VB,Hodges,03-03-2018,6.2,3039,1,,170,94,1920,Moonee Valley City Council,-37.77092,144.92532,Western Metropolitan,6232
Oak Park,3/34 Watt Av,2,u,,S,Stockdale,07-11-2016,11.5,3046,,,,,,Moreland City Council,,,Northern Metropolitan,2651
Maidstone,20/15 Eucalyptus Dr,2,u,421500,S,Biggin,25-11-2017,6.4,3012,,,,,,Maribyrnong City Council,,,Western Metropolitan,3873
Balwyn North,16b Alpha St,3,u,1150000,S,Lindellas,12-11-2016,9.2,3104,,,,,,Boroondara City Council,,,Southern Metropolitan,7809
Hughesdale,1/17 Moorookyle Av,3,h,770000,S,Woodards,03-06-2017,12.3,3166,,,,,,Monash City Council,,,Southern Metropolitan,3145
Seaholme,3/1 James Av,2,u,,PI,hockingstuart,22-04-2017,12.7,3018,,,,,,Hobsons Bay City Council,,,Western Metropolitan,852
Templestowe Lower,73 Chalon Av,5,h,970000,PI,Barry,28-05-2016,13.8,3107,,,,,,Manningham City Council,,,Eastern Metropolitan,5420
Bulleen,2/1 Colite St,2,t,599900,S,Barry,06-05-2017,11.8,3105,1,2,135,76,1970,Manningham City Council,-37.7787,145.0918,Eastern Metropolitan,4480
Pascoe Vale,2 Longview St,3,h,690000,S,Brad,27-06-2016,9.9,3044,1,1,507,,,Moreland City Council,-37.7253,144.9324,Northern Metropolitan,7485
Armadale,5/6 St James Rd,2,u,590000,S,Jellis,27-05-2017,6.3,3143,1,1,903,,,Stonnington City Council,-37.85963,145.02077,Southern Metropolitan,4836
Reservoir,11 Cool St,3,h,936000,S,Nelson,17-02-2018,12,3073,2,2,612,,,Darebin City Council,-37.72631,144.98608,Northern Metropolitan,21650
Essendon,107 Roberts St,4,h,1485000,SP,Barry,17-03-2018,7.5,3040,2,2,447,,,Moonee Valley City Council,-37.74518,144.8995,Western Metropolitan,9264
Brighton,125 Roslyn St,3,h,1950000,SA,Biggin,03-06-2017,10.5,3186,1,2,632,,,Bayside City Council,-37.91677,145.00372,Southern Metropolitan,10579
Brighton,55 Whyte St,3,t,1962000,S,Marshall,14-05-2016,11.2,3186,2,2,323,,1995,Bayside City Council,-37.9208,144.9996,Southern Metropolitan,10579
Surrey Hills,3/15 York St,2,u,,S,Jellis,19-11-2016,11.2,3127,1,1,172,,1970,Boroondara City Council,-37.8187,145.1005,Southern Metropolitan,5457
Coburg North,7 Danthonia St,4,h,850000,PI,Nelson,03-06-2017,6.7,3058,2,2,300,157.9351,,Darebin City Council,-37.7296,144.97988,Northern Metropolitan,3445
Mulgrave,13 Vincent St,3,h,,SN,Biggin,15-07-2017,18.8,3170,1,2,731,,,Monash City Council,-37.93025,145.16279,South-Eastern Metropolitan,7113
Coburg,49 Darlington Gr,3,h,1270000,SP,Raine,09-12-2017,6.7,3058,2,2,,132,1920,Darebin City Council,-37.74733,144.974,Northern Metropolitan,11204
Epping,2/95 Duffy St,3,h,456000,S,Stockdale,09-12-2017,19.6,3076,,,,,,Whittlesea City Council,,,Northern Metropolitan,10926
Cheltenham,1/23 Jean St,3,t,1030000,S,Buxton,17-03-2018,17.9,3192,,,,,,Bayside City Council,,,Southern Metropolitan,9758
Kew East,8 Ramsay Av,4,h,2930000,S,Marshall,24-02-2018,7.3,3102,2,4,650,304,2007,Boroondara City Council,-37.79693,145.04621,Southern Metropolitan,2671
Richmond,307/18 Hull St,2,u,500000,VB,Jellis,08-04-2017,2.6,3121,1,1,0,,2012,Yarra City Council,-37.8175,144.9974,Northern Metropolitan,14949
Kew,8 Bradford Av,4,h,3060000,S,RT,03-09-2017,5.4,3101,2,2,838,,,Boroondara City Council,-37.80894,145.05853,Southern Metropolitan,10331
Preston,178 Raglan St,2,h,920000,SP,hockingstuart,16-04-2016,8.8,3072,2,2,516,97,1935,Darebin City Council,-37.7497,145.011,Northern Metropolitan,14577
Mitcham,9 Lake Av,4,h,1401000,S,Philip,08-07-2017,17.2,3132,,,,,,Whitehorse City Council,,,Eastern Metropolitan,6871
Middle Park,253 Richardson St,2,h,1500000,VB,Greg,09-09-2017,3,3206,1,1,194,,,Port Phillip City Council,-37.8503,144.96376,Southern Metropolitan,2019
Parkville,42 Park Dr,8,u,3210000,S,Kelly,10-12-2016,2.6,3052,,,,,,Melbourne City Council,,,Northern Metropolitan,2309
Heidelberg West,1 Bridgeford Ct,2,h,520000,S,Jellis,21-10-2017,8.8,3081,1,,,,,Banyule City Council,-37.74318,145.04642,Eastern Metropolitan,2674
Melbourne,1001/639 Little Bourke St,2,u,470000,VB,Greg,18-03-2017,2.8,3000,1,2,0,55,1917,Melbourne City Council,-37.816,144.9535,Northern Metropolitan,17496
Fitzroy,54/1 St David St,2,u,,SP,Jellis,13-05-2017,1.6,3065,1,1,0,65,2005,Yarra City Council,-37.8005,144.9787,Northern Metropolitan,5825
Northcote,215 Westgarth St,2,h,730000,PI,Nelson,16-09-2017,5.3,3070,1,,,,,Darebin City Council,-37.78253,145.01006,Northern Metropolitan,11364
Hampton,3 Willis St,2,h,840000,S,hockingstuart,29-04-2017,13.7,3188,1,2,171,,,Bayside City Council,-37.9358,144.9996,Southern Metropolitan,5454
Blackburn North,22 Charlton St,5,h,1570000,S,Noel,06-01-2018,13.4,3130,4,6,870,172,1970,Whitehorse City Council,-37.80554,145.15549,Eastern Metropolitan,2867
Prahran,14 Ellesmere La,2,h,1250000,VB,Jellis,11-11-2017,4.6,3181,,,,,,Stonnington City Council,,,Southern Metropolitan,7717
Coburg,171 The Avenue,3,h,1100000,PI,Barry,25-11-2017,6.7,3058,,,,,,Darebin City Council,,,Northern Metropolitan,11204
South Yarra,67 Wilson St,2,h,1460000,S,hockingstuart,09-09-2017,2.7,3141,1,,175,,,Melbourne City Council,-37.84401,144.99839,Southern Metropolitan,14887
Jacana,10 Bliburg St,3,h,615000,S,RW,17-03-2018,14,3047,1,1,757,115,1975,Hume City Council,-37.6899,144.91092,Northern Metropolitan,851
Glenroy,2/25 Prospect St,3,t,580000,S,Eview,20-05-2017,13,3046,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Canterbury,51 Mangarra Rd,4,h,3888000,S,Marshall,21-10-2017,8.4,3126,3,4,,334,1930,Boroondara City Council,-37.81761,145.0694,Southern Metropolitan,3265
Malvern East,1956 Malvern Rd,6,h,,PI,Ray,18-06-2016,11.2,3145,4,2,741,268,1930,Stonnington City Council,-37.8763,145.066,Southern Metropolitan,8801
Blackburn South,7 Princes Ct,4,h,,SN,Woodards,09-12-2017,13.4,3130,1,2,543,,,Whitehorse City Council,-37.83463,145.14394,Eastern Metropolitan,4387
Tullamarine,18C Sharps Rd,3,t,545000,S,Moonee,09-09-2017,12.9,3043,2,1,,,,Brimbank City Council,-37.7082,144.88276,Western Metropolitan,3296
Richmond,10 Waltham St,3,h,,S,Marshall,15-07-2017,2.4,3121,2,1,239,160,1920,Yarra City Council,-37.81946,144.99674,Northern Metropolitan,14949
Brunswick,190 Barkly St,4,h,1358000,S,Nelson,13-08-2016,5.2,3056,1,1,416,,,Moreland City Council,-37.7769,144.9661,Northern Metropolitan,11918
Pascoe Vale,52 Prospect St,3,h,1010000,S,Jellis,03-09-2017,8.5,3044,1,2,673,,1970,Moreland City Council,-37.72777,144.9339,Northern Metropolitan,7485
Fitzroy,111 Cecil St,2,h,1000000,S,Nelson,03-09-2016,1.6,3065,1,0,128,,,Yarra City Council,-37.7941,144.9802,Northern Metropolitan,5825
Toorak,14/3 Struan St,2,u,760000,S,Jellis,29-04-2017,4.6,3142,1,1,0,,,Stonnington City Council,-37.8359,145.0126,Southern Metropolitan,7217
Heidelberg Heights,19 Haig St,4,h,1032000,SP,Miles,25-11-2017,8.8,3081,1,2,797,,,Banyule City Council,-37.7464,145.0539,Eastern Metropolitan,2947
Heidelberg Heights,1 Elliott St,8,h,,S,Nelson,13-08-2016,10.5,3081,2,4,587,216,1990,Banyule City Council,-37.7467,145.0506,Eastern Metropolitan,2947
Avondale Heights,14 Lake St,3,h,820000,PI,Nelson,25-11-2017,9.5,3034,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Bentleigh East,19 Denver St,5,h,1275000,SP,Buxton,03-12-2016,13.9,3165,2,2,683,190,1960,Glen Eira City Council,-37.9333,145.0602,Southern Metropolitan,10969
Camberwell,15 Laxdale Rd,5,h,,SP,Marshall,03-03-2018,7.7,3124,,,,,,Boroondara City Council,,,Southern Metropolitan,8920
Hawthorn,14 Malmsbury St,3,h,1420000,S,Marshall,07-05-2016,4.6,3122,1,0,218,108,1890,Boroondara City Council,-37.8214,145.0437,Southern Metropolitan,11308
Eumemmerring,51 Doveton Av,3,h,515000,S,Purplebricks,01-07-2017,28.8,3177,,,,,,Casey City Council,,,South-Eastern Metropolitan,845
Cranbourne,26 Mundaring Dr,5,h,572000,S,O'Brien,01-07-2017,34.7,3977,2,1,581,,,Casey City Council,-38.10687,145.2811,South-Eastern Metropolitan,7680
Moorabbin,23 Fiddes St,3,h,1020000,S,Buxton,03-09-2016,14.6,3189,1,3,771,,,Kingston City Council,-37.9375,145.0474,Southern Metropolitan,2555
Epping,2/4 Grimwade Ct,2,u,437000,S,hockingstuart,01-07-2017,19.6,3076,1,2,351,109,2000,Whittlesea City Council,-37.65099,145.04663,Northern Metropolitan,10926
Albert Park,112 Beaconsfield Pde,3,h,2850000,PI,Buxton,04-03-2017,3.3,3206,2,0,211,198,1890,Port Phillip City Council,-37.8481,144.9499,Southern Metropolitan,3280
Epping,4 Longwood Dr,3,h,557500,SP,Millership,03-09-2017,19.6,3076,1,2,654,,,Whittlesea City Council,-37.63923,145.05306,Northern Metropolitan,10926
Doncaster East,24 Capricorn Av,4,h,1310000,VB,Fletchers,25-11-2017,14.3,3109,,,,,,Manningham City Council,,,Eastern Metropolitan,10999
Maribyrnong,5 Scenic Pl,4,h,1770000,S,Nelson,09-12-2017,4.3,3032,3,3,606,337,1980,Maribyrnong City Council,-37.76323,144.88825,Western Metropolitan,4918
Cheltenham,4 Brownfield St,3,h,1275000,S,O'Brien,12-08-2017,17.9,3192,2,2,656,,1960,Bayside City Council,-37.96791,145.06241,Southern Metropolitan,9758
Hoppers Crossing,13 Quarrion Ct,3,h,585000,S,YPA,11-11-2017,18.4,3029,3,3,466,127,1998,Wyndham City Council,-37.8512,144.6753,Western Metropolitan,13830
Ascot Vale,24 Langs Rd,4,h,1135000,S,Nelson,09-12-2017,4.3,3032,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Spotswood,13B Vernier St,2,h,680000,S,Sweeney,18-03-2017,7.7,3015,,,,,,Hobsons Bay City Council,,,Western Metropolitan,1223
Airport West,2b Roberts Rd,3,u,850000,S,Barry,03-06-2017,10.4,3042,2,1,307,,,Moonee Valley City Council,-37.72649,144.88489,Western Metropolitan,3464
Oak Park,6 The Avenue,3,u,601000,SP,Barry,08-04-2017,11.5,3046,1,2,220,90,1990,Moreland City Council,-37.7131,144.9091,Northern Metropolitan,2651
Footscray,13/41 Moreland St,2,u,571000,S,hockingstuart,16-07-2016,6.4,3011,2,1,0,78,2013,Maribyrnong City Council,-37.8025,144.9073,Western Metropolitan,7570
Collingwood,158 Keele St,3,h,1309000,S,Nelson,13-05-2017,1.6,3066,1,0,168,,,Yarra City Council,-37.7975,144.9924,Northern Metropolitan,4553
Abbotsford,1/29 Yarra Bank Ct,3,u,1001000,S,Biggin,19-08-2017,3,3067,2,1,,,2000,Yarra City Council,-37.80468,144.99834,Northern Metropolitan,4019
Bulleen,33 Lindsay St,4,h,1540000,S,Jellis,06-05-2017,11.8,3105,2,2,780,,,Manningham City Council,-37.7766,145.1,Eastern Metropolitan,4480
Armadale,25 Llaneast St,4,h,2200000,PI,Jellis,15-10-2016,6.3,3143,1,2,495,163,1900,Stonnington City Council,-37.8613,145.0264,Southern Metropolitan,4836
Hawthorn,32 Lisson Gr,5,h,5700000,VB,Kay,03-03-2018,5.3,3122,2,5,1671,,,Boroondara City Council,-37.8268,145.03041,Southern Metropolitan,11308
Sunbury,2/74 Pasley St,2,u,,SP,One,12-08-2017,31.7,3429,,,,,,Hume City Council,,,Western Metropolitan,14092
Balwyn,2/8 Evelina St,4,t,1400000,PI,Noel,12-11-2016,9.7,3103,3,2,241,240,2009,Boroondara City Council,-37.8042,145.1042,Southern Metropolitan,5682
Greensborough,6/12 Hume St,2,u,,S,Barry,03-09-2017,16.1,3088,1,1,,93,1990,Banyule City Council,-37.70249,145.11475,Northern Metropolitan,8524
Broadmeadows,15 Cavendish St,3,h,522500,SP,YPA,14-10-2017,14,3047,1,1,,,,Hume City Council,-37.67776,144.91309,Northern Metropolitan,4294
Roxburgh Park,36 Lincolne Cr,4,h,577500,S,RW,11-11-2017,20.6,3064,3,2,602,175,1990,Hume City Council,-37.6295,144.9278,Northern Metropolitan,5833
Bentleigh East,15 Lilac St,4,h,1292000,S,Woodards,29-04-2017,13.9,3165,1,2,587,161,1950,Glen Eira City Council,-37.9194,145.057,Southern Metropolitan,10969
Keilor East,5 Viewbank Dr,3,h,823000,S,Nelson,27-11-2016,12.8,3033,1,2,538,,,Brimbank City Council,-37.7486,144.8778,Western Metropolitan,5629
Strathmore,77 Hillsyde Pde,2,h,790000,S,Considine,03-06-2017,8.2,3041,2,1,213,120,1990,Moonee Valley City Council,-37.73519,144.92374,Western Metropolitan,3284
Camberwell,591 Camberwell Rd,2,h,895000,PI,O'Donoghues,16-04-2016,7.8,3124,1,1,424,95,1930,Boroondara City Council,-37.8465,145.0743,Southern Metropolitan,8920
Reservoir,61 Southernhay St,3,h,715000,SP,hockingstuart,15-10-2016,11.2,3073,2,2,251,,,Darebin City Council,-37.7255,145.0088,Northern Metropolitan,21650
Truganina,2 Talliver Tce,3,h,485000,S,hockingstuart,07-10-2017,18.4,3029,2,2,,127,2008,Melton City Council,-37.84758,144.71778,Western Metropolitan,5811
Caulfield North,2/686 Inkerman Rd,2,u,575000,SP,Gary,20-05-2017,8.1,3161,1,1,0,,1970,Glen Eira City Council,-37.8692,145.0233,Southern Metropolitan,6923
Heidelberg Heights,2 Bonar St,3,h,994000,S,Love,10-12-2016,10.5,3081,2,2,807,192,1950,Banyule City Council,-37.7453,145.0559,Eastern Metropolitan,2947
Ashburton,16a Nicholas St,3,h,1100000,PI,Marshall,08-10-2016,11,3147,3,2,276,178,2004,Boroondara City Council,-37.8699,145.0778,Southern Metropolitan,3052
Eaglemont,24 Castle St,5,h,2001000,S,Ray,21-10-2017,8.9,3084,2,2,737,,,Banyule City Council,-37.75991,145.06414,Eastern Metropolitan,1651
Viewbank,24 Northwood Dr,5,h,1025000,S,Nelson,17-09-2016,13.8,3084,3,2,531,233,1978,Banyule City Council,-37.7378,145.0955,Eastern Metropolitan,2698
Maidstone,3/10 Greenham St,2,t,520000,S,Jas,01-07-2017,6.4,3012,1,1,126,,,Maribyrnong City Council,-37.78775,144.87446,Western Metropolitan,3873
Toorak,232 Williams Rd,3,h,1635000,S,Marshall,03-12-2016,4.6,3142,1,2,386,,,Stonnington City Council,-37.8435,145.0043,Southern Metropolitan,7217
Collingwood,149/185 Smith St,2,u,630000,SP,Alexkarbon,24-02-2018,2,3066,,,,,,Yarra City Council,,,Northern Metropolitan,4553
Newport,296 Douglas Pde,3,h,,SP,Raine,20-05-2017,8.4,3015,1,2,528,,,Hobsons Bay City Council,-37.8458,144.8924,Western Metropolitan,5498
Essendon North,9/15 Royal Av,2,u,365000,SP,Brad,06-01-2018,8.2,3041,,,,,,Moonee Valley City Council,,,Western Metropolitan,1308
Mernda,9 Plantation Av,4,h,535000,SP,RW,07-10-2017,25.9,3754,2,2,448,,,Whittlesea City Council,-37.6039,145.06529,Northern Metropolitan,5812
Brunswick,3/38 Charles St,2,t,750000,PI,Nelson,10-09-2016,5.2,3056,2,1,118,88,2013,Moreland City Council,-37.7723,144.9643,Northern Metropolitan,11918
Reservoir,127 Wilson Bvd,4,h,,S,Nelson,24-02-2018,12,3073,2,4,940,,,Darebin City Council,-37.69812,144.99343,Northern Metropolitan,21650
Keilor East,12 Fawkner Cr,3,h,990000,S,Barry,14-10-2017,11.7,3033,2,2,310,168,2010,Brimbank City Council,-37.74804,144.87039,Western Metropolitan,5629
Balwyn,20 Elliott Av,5,h,,SP,Jellis,18-06-2016,9.7,3103,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
